"workerid","contextWithSuper","strength","trial_num","target","degree","leftResponse","adjective","super_category","form","names","context","rightResponse","contextWithSuperPronoun","response","condition","sub_category"
52," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,11,"cheap","price","No","cheap","kitchen appliances","negative","Sophie"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
52," is in the produce section of the supermarket and picks up a watermelon.",3,12,"light","weight","No","light","produce","negative","Lucas"," picks up a watermelon.","Yes",NA,0,"context","watermelon"
52," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,13,"warm","temperature","No","warm","days of the year","positive","Kim"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
52," is in the produce section of the supermarket and picks up an apple.",2,14,"heavy","weight","No","heavy","produce","positive","David"," picks up an apple.","Yes",NA,0,"context","apple"
52," is searching for things to watch online with their friend and finds a video of a cute animal.",1,15,"long","time","No","long","things you watch online","positive","Cameron"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
53," is searching for things to watch online with their friend and finds a video of a cute animal.",1,1,"long","time","Yes","long","things you watch online","positive","Stephanie"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
53," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,2,"warm","temperature","Yes","warm","days of the year","positive","Claire"," lives in Maryland and steps outside in Fall.","No",NA,1,"context","day in Fall"
53," is searching for things to watch online with their friend and finds a movie.",3,3,"long","time","Yes","long","things you watch online","positive","David"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
53," is sitting at a cafe watching people go by and sees a professional basketball player.",3,4," tall","height","Yes","tall","people","positive","Daniel"," sees a professional basketball player.","No",NA,1,"context","basketball player"
53," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,5,"expensive","price","Yes","expensive","kitchen appliances","positive","Greg"," finds a bottle opener and looks at the price.","No",NA,0,"context","bottle opener"
53," is in the produce section of the supermarket and picks up a grape.",1,6,"light","weight","Yes","light","produce","negative","Veronica"," picks up a grape.","No",NA,1,"context","grape"
53," is sitting at a cafe watching people go by and sees a professional gymnast.",1,7," tall","height","Yes","tall","people","positive","Jasmine"," sees a professional gymnast.","No",NA,0,"context","gymnast"
53," is in the produce section of the supermarket and picks up an apple.",2,8,"heavy","weight","Yes","heavy","produce","positive","Robert"," picks up an apple.","No",NA,0,"context","apple"
53," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,9,"cheap","price","Yes","cheap","kitchen appliances","negative","William"," finds a toaster and looks at the price.","No",NA,1,"context","toaster"
53," is sitting at a cafe watching people go by and sees a professional soccer player.",2,10," tall","height","Yes","tall","people","positive","John"," sees a professional soccer player.","No",NA,0,"context","soccer player"
53," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,11,"warm","temperature","Yes","warm","days of the year","positive","Maya"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
53," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,12,"expensive","price","Yes","expensive","kitchen appliances","positive","Kim"," finds a dishwasher and looks at the price.","No",NA,1,"context","dishwasher"
53," is searching for things to watch online with their friend and finds a music video.",2,13,"long","time","Yes","long","things you watch online","positive","Michael"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
53," is in the produce section of the supermarket and picks up a watermelon.",3,14,"light","weight","Yes","light","produce","negative","Charles"," picks up a watermelon.","No",NA,0,"context","watermelon"
53," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,15,"warm","temperature","Yes","warm","days of the year","positive","Mika"," lives in Maryland and steps outside in Winter.","No",NA,0,"context","day in Winter"
54," is sitting at a cafe watching people go by and sees a professional basketball player.",3,1," short","height","No","short","people","negative","Alicia"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
54," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,2,"cold","temperature","No","cold","days of the year","negative","Daniel"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
54," is in the produce section of the supermarket and picks up an apple.",2,3,"light","weight","No","light","produce","negative","Cameron"," picks up an apple.","Yes",NA,0,"context","apple"
54," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,4,"expensive","price","No","expensive","kitchen appliances","positive","Charles"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
54," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,5,"cold","temperature","No","cold","days of the year","negative","Anthony"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
54," is in the produce section of the supermarket and picks up a grape.",1,6,"heavy","weight","No","heavy","produce","positive","Simon"," picks up a grape.","Yes",NA,0,"context","grape"
54," is sitting at a cafe watching people go by and sees a professional gymnast.",1,7," short","height","No","short","people","negative","Stephanie"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
54," is searching for things to watch online with their friend and finds a music video.",2,8,"long","time","No","long","things you watch online","positive","Veronica"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
54," is sitting at a cafe watching people go by and sees a professional soccer player.",2,9," tall","height","No","tall","people","positive","Robert"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
54," is searching for things to watch online with their friend and finds a movie.",3,10,"short","time","No","short","things you watch online","negative","Laura"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
54," is in the produce section of the supermarket and picks up a watermelon.",3,11,"heavy","weight","No","heavy","produce","positive","Jasmine"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
54," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,12,"expensive","price","No","expensive","kitchen appliances","positive","Julia"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
54," is searching for things to watch online with their friend and finds a video of a cute animal.",1,13,"short","time","No","short","things you watch online","negative","Tanya"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
54," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,14,"cheap","price","No","cheap","kitchen appliances","negative","Lucas"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
54," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,15,"cold","temperature","No","cold","days of the year","negative","Maya"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
55," is sitting at a cafe watching people go by and sees a professional basketball player.",3,1," short","height","No","short","people","negative","Alexander"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
55," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,2,"warm","temperature","No","warm","days of the year","positive","Gary"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
55," is in the produce section of the supermarket and picks up a watermelon.",3,3,"heavy","weight","No","heavy","produce","positive","Daniel"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
55," is searching for things to watch online with their friend and finds a music video.",2,4,"short","time","No","short","things you watch online","negative","Charles"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
55," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,5,"cold","temperature","No","cold","days of the year","negative","Mika"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
55," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,6,"cheap","price","No","cheap","kitchen appliances","negative","Jasmine"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
55," is in the produce section of the supermarket and picks up a grape.",1,7,"light","weight","No","light","produce","negative","Monica"," picks up a grape.","Yes",NA,1,"context","grape"
55," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,8,"warm","temperature","No","warm","days of the year","positive","Claire"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
55," is sitting at a cafe watching people go by and sees a professional soccer player.",2,9," tall","height","No","tall","people","positive","Simon"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
55," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,10,"cheap","price","No","cheap","kitchen appliances","negative","Maya"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
55," is in the produce section of the supermarket and picks up an apple.",2,11,"heavy","weight","No","heavy","produce","positive","Jennifer"," picks up an apple.","Yes",NA,0,"context","apple"
55," is searching for things to watch online with their friend and finds a movie.",3,12,"long","time","No","long","things you watch online","positive","Tom"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
55," is sitting at a cafe watching people go by and sees a professional gymnast.",1,13," short","height","No","short","people","negative","Josh"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
55," is searching for things to watch online with their friend and finds a video of a cute animal.",1,14,"long","time","No","long","things you watch online","positive","Anthony"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
55," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,15,"expensive","price","No","expensive","kitchen appliances","positive","Kim"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
56," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,1,"expensive","price","No","expensive","kitchen appliances","positive","Gabriel"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
56," is sitting at a cafe watching people go by and sees a professional gymnast.",1,2," short","height","No","short","people","negative","Maya"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
56," is in the produce section of the supermarket and picks up a watermelon.",3,3,"heavy","weight","No","heavy","produce","positive","Mika"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
56," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,4,"warm","temperature","No","warm","days of the year","positive","Alexander"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
56," is in the produce section of the supermarket and picks up a grape.",1,5,"light","weight","No","light","produce","negative","Tanya"," picks up a grape.","Yes",NA,1,"context","grape"
56," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,6,"expensive","price","No","expensive","kitchen appliances","positive","Monica"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
56," is searching for things to watch online with their friend and finds a video of a cute animal.",1,7,"short","time","No","short","things you watch online","negative","Josh"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
56," is sitting at a cafe watching people go by and sees a professional soccer player.",2,8," short","height","No","short","people","negative","Anthony"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
56," is searching for things to watch online with their friend and finds a movie.",3,9,"short","time","No","short","things you watch online","negative","Julia"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
56," is sitting at a cafe watching people go by and sees a professional basketball player.",3,10," tall","height","No","tall","people","positive","Jasmine"," sees a professional basketball player.","Yes",NA,1,"context","basketball player"
56," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,11,"cheap","price","No","cheap","kitchen appliances","negative","John"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
56," is searching for things to watch online with their friend and finds a music video.",2,12,"short","time","No","short","things you watch online","negative","Robert"," finds a music video to watch online with their friend.","Yes",NA,1,"context","music video"
56," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,13,"warm","temperature","No","warm","days of the year","positive","Tom"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
56," is in the produce section of the supermarket and picks up an apple.",2,14,"heavy","weight","No","heavy","produce","positive","Alicia"," picks up an apple.","Yes",NA,0,"context","apple"
56," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,15,"warm","temperature","No","warm","days of the year","positive","Stephen"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
57," is sitting at a cafe watching people go by and sees a professional gymnast.",1,1," tall","height","No","tall","people","positive","Michelle"," sees a professional gymnast.","Yes",NA,0,"context","gymnast"
57," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,2,"warm","temperature","No","warm","days of the year","positive","Lee"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
57," is sitting at a cafe watching people go by and sees a professional soccer player.",2,3," short","height","No","short","people","negative","Tanya"," sees a professional soccer player.","Yes",NA,1,"context","soccer player"
57," is searching for things to watch online with their friend and finds a video of a cute animal.",1,4,"long","time","No","long","things you watch online","positive","Cameron"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
57," is in the produce section of the supermarket and picks up an apple.",2,5,"heavy","weight","No","heavy","produce","positive","Laura"," picks up an apple.","Yes",NA,0,"context","apple"
57," is searching for things to watch online with their friend and finds a movie.",3,6,"long","time","No","long","things you watch online","positive","Charles"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
57," is in the produce section of the supermarket and picks up a grape.",1,7,"heavy","weight","No","heavy","produce","positive","Veronica"," picks up a grape.","Yes",NA,0,"context","grape"
57," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,8,"cheap","price","No","cheap","kitchen appliances","negative","Jasmine"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
57," is in the produce section of the supermarket and picks up a watermelon.",3,9,"heavy","weight","No","heavy","produce","positive","Maya"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
57," is sitting at a cafe watching people go by and sees a professional basketball player.",3,10," tall","height","No","tall","people","positive","Greg"," sees a professional basketball player.","Yes",NA,1,"context","basketball player"
57," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,11,"cheap","price","No","cheap","kitchen appliances","negative","John"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
57," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,12,"cold","temperature","No","cold","days of the year","negative","Kim"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
57," is searching for things to watch online with their friend and finds a music video.",2,13,"long","time","No","long","things you watch online","positive","Jennifer"," finds a music video to watch online with their friend.","Yes",NA,1,"context","music video"
57," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,14,"warm","temperature","No","warm","days of the year","positive","Kim"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
57," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,15,"expensive","price","No","expensive","kitchen appliances","positive","Melinda"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
58," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,1,"cold","temperature","No","cold","days of the year","negative","Greg"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
58," is in the produce section of the supermarket and picks up an apple.",2,2,"light","weight","No","light","produce","negative","Simon"," picks up an apple.","Yes",NA,1,"context","apple"
58," is searching for things to watch online with their friend and finds a movie.",3,3,"long","time","No","long","things you watch online","positive","Mika"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
58," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,4,"expensive","price","No","expensive","kitchen appliances","positive","Josh"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
58," is in the produce section of the supermarket and picks up a watermelon.",3,5,"light","weight","No","light","produce","negative","Julia"," picks up a watermelon.","Yes",NA,0,"context","watermelon"
58," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,6,"cheap","price","No","cheap","kitchen appliances","negative","Lucas"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
58," is sitting at a cafe watching people go by and sees a professional gymnast.",1,7," tall","height","No","tall","people","positive","Claire"," sees a professional gymnast.","Yes",NA,0,"context","gymnast"
58," is searching for things to watch online with their friend and finds a video of a cute animal.",1,8,"short","time","No","short","things you watch online","negative","Jennifer"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
58," is sitting at a cafe watching people go by and sees a professional basketball player.",3,9," short","height","No","short","people","negative","Jasmine"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
58," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,10,"expensive","price","No","expensive","kitchen appliances","positive","Stephanie"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
58," is searching for things to watch online with their friend and finds a music video.",2,11,"long","time","No","long","things you watch online","positive","Natalia"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
58," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,12,"cold","temperature","No","cold","days of the year","negative","Sophie"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
58," is in the produce section of the supermarket and picks up a grape.",1,13,"light","weight","No","light","produce","negative","Robert"," picks up a grape.","Yes",NA,1,"context","grape"
58," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,14,"cold","temperature","No","cold","days of the year","negative","Gabriel"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
58," is sitting at a cafe watching people go by and sees a professional soccer player.",2,15," short","height","No","short","people","negative","Cameron"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
59," is searching for things to watch online with their friend and finds a music video.",2,1,"long","time","No","long","things you watch online","positive","Josh"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
59," is sitting at a cafe watching people go by and sees a professional soccer player.",2,2," short","height","No","short","people","negative","Melinda"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
59," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,3,"cheap","price","No","cheap","kitchen appliances","negative","Kim"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
59," is in the produce section of the supermarket and picks up a watermelon.",3,4,"heavy","weight","No","heavy","produce","positive","Simon"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
59," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,5,"cold","temperature","No","cold","days of the year","negative","Natalia"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
59," is searching for things to watch online with their friend and finds a movie.",3,6,"short","time","No","short","things you watch online","negative","Alicia"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
59," is in the produce section of the supermarket and picks up an apple.",2,7,"light","weight","No","light","produce","negative","Kim"," picks up an apple.","Yes",NA,1,"context","apple"
59," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,8,"cheap","price","No","cheap","kitchen appliances","negative","Julia"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
59," is sitting at a cafe watching people go by and sees a professional gymnast.",1,9," short","height","No","short","people","negative","Tom"," sees a professional gymnast.","Yes",NA,0,"context","gymnast"
59," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,10,"cold","temperature","No","cold","days of the year","negative","Kathleen"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
59," is in the produce section of the supermarket and picks up a grape.",1,11,"heavy","weight","No","heavy","produce","positive","Lucas"," picks up a grape.","Yes",NA,0,"context","grape"
59," is searching for things to watch online with their friend and finds a video of a cute animal.",1,12,"long","time","No","long","things you watch online","positive","Jasmine"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
59," is sitting at a cafe watching people go by and sees a professional basketball player.",3,13," tall","height","No","tall","people","positive","William"," sees a professional basketball player.","Yes",NA,1,"context","basketball player"
59," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,14,"expensive","price","No","expensive","kitchen appliances","positive","Gary"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
59," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,15,"warm","temperature","No","warm","days of the year","positive","Claire"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
60," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,1,"cold","temperature","Yes","cold","days of the year","negative","Julia"," lives in Maryland and steps outside in Winter.","No",NA,1,"context","day in Winter"
60," is sitting at a cafe watching people go by and sees a professional basketball player.",3,2," short","height","Yes","short","people","negative","Charles"," sees a professional basketball player.","No",NA,0,"context","basketball player"
60," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,3,"warm","temperature","Yes","warm","days of the year","positive","Alexander"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
60," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,4,"expensive","price","Yes","expensive","kitchen appliances","positive","Veronica"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
60," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,5,"cold","temperature","Yes","cold","days of the year","negative","Gabriel"," lives in Maryland and steps outside in Fall.","No",NA,1,"context","day in Fall"
60," is in the produce section of the supermarket and picks up a grape.",1,6,"light","weight","Yes","light","produce","negative","John"," picks up a grape.","No",NA,1,"context","grape"
60," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,7,"expensive","price","Yes","expensive","kitchen appliances","positive","Simon"," finds a toaster and looks at the price.","No",NA,0,"context","toaster"
60," is searching for things to watch online with their friend and finds a music video.",2,8,"long","time","Yes","long","things you watch online","positive","William"," finds a music video to watch online with their friend.","No",NA,1,"context","music video"
60," is in the produce section of the supermarket and picks up an apple.",2,9,"heavy","weight","Yes","heavy","produce","positive","Michael"," picks up an apple.","No",NA,0,"context","apple"
60," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,10,"cheap","price","Yes","cheap","kitchen appliances","negative","Laura"," finds a bottle opener and looks at the price.","No",NA,1,"context","bottle opener"
60," is in the produce section of the supermarket and picks up a watermelon.",3,11,"heavy","weight","Yes","heavy","produce","positive","Kim"," picks up a watermelon.","No",NA,1,"context","watermelon"
60," is sitting at a cafe watching people go by and sees a professional soccer player.",2,12," short","height","Yes","short","people","negative","Natalia"," sees a professional soccer player.","No",NA,0,"context","soccer player"
60," is searching for things to watch online with their friend and finds a video of a cute animal.",1,13,"long","time","Yes","long","things you watch online","positive","Michelle"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
60," is sitting at a cafe watching people go by and sees a professional gymnast.",1,14," short","height","Yes","short","people","negative","Daniel"," sees a professional gymnast.","No",NA,1,"context","gymnast"
60," is searching for things to watch online with their friend and finds a movie.",3,15,"short","time","Yes","short","things you watch online","negative","Stephen"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
61," is in the produce section of the supermarket and picks up a watermelon.",3,1,"heavy","weight","No","heavy","produce","positive","Angela"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
61," is searching for things to watch online with their friend and finds a music video.",2,2,"long","time","No","long","things you watch online","positive","Alexander"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
61," is in the produce section of the supermarket and picks up a grape.",1,3,"light","weight","No","light","produce","negative","Maya"," picks up a grape.","Yes",NA,1,"context","grape"
61," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,4,"cheap","price","No","cheap","kitchen appliances","negative","Greg"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
61," is searching for things to watch online with their friend and finds a video of a cute animal.",1,5,"short","time","No","short","things you watch online","negative","John"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
61," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,6,"expensive","price","No","expensive","kitchen appliances","positive","Gary"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
61," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,7,"warm","temperature","No","warm","days of the year","positive","Michael"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
61," is sitting at a cafe watching people go by and sees a professional basketball player.",3,8," short","height","No","short","people","negative","Simon"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
61," is searching for things to watch online with their friend and finds a movie.",3,9,"long","time","No","long","things you watch online","positive","Daniel"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
61," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,10,"warm","temperature","No","warm","days of the year","positive","Jasmine"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
61," is in the produce section of the supermarket and picks up an apple.",2,11,"heavy","weight","No","heavy","produce","positive","Cameron"," picks up an apple.","Yes",NA,0,"context","apple"
61," is sitting at a cafe watching people go by and sees a professional soccer player.",2,12," short","height","No","short","people","negative","Alicia"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
61," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,13,"expensive","price","No","expensive","kitchen appliances","positive","William"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
61," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,14,"warm","temperature","No","warm","days of the year","positive","David"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
61," is sitting at a cafe watching people go by and sees a professional gymnast.",1,15," short","height","No","short","people","negative","Julia"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
62," is searching for things to watch online with their friend and finds a music video.",2,1,"long","time","No","long","things you watch online","positive","Robert"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
62," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,2,"warm","temperature","No","warm","days of the year","positive","Lee"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
62," is sitting at a cafe watching people go by and sees a professional basketball player.",3,3," short","height","No","short","people","negative","Claire"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
62," is searching for things to watch online with their friend and finds a video of a cute animal.",1,4,"long","time","No","long","things you watch online","positive","Monica"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
62," is in the produce section of the supermarket and picks up a grape.",1,5,"heavy","weight","No","heavy","produce","positive","Stephen"," picks up a grape.","Yes",NA,0,"context","grape"
62," is searching for things to watch online with their friend and finds a movie.",3,6,"long","time","No","long","things you watch online","positive","John"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
62," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,7,"cold","temperature","No","cold","days of the year","negative","Alicia"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
62," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,8,"expensive","price","No","expensive","kitchen appliances","positive","Angela"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
62," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,9,"warm","temperature","No","warm","days of the year","positive","Gabriel"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
62," is in the produce section of the supermarket and picks up a watermelon.",3,10,"light","weight","No","light","produce","negative","Kim"," picks up a watermelon.","Yes",NA,0,"context","watermelon"
62," is sitting at a cafe watching people go by and sees a professional soccer player.",2,11," tall","height","No","tall","people","positive","Charles"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
62," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,12,"cheap","price","No","cheap","kitchen appliances","negative","Natalia"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
62," is in the produce section of the supermarket and picks up an apple.",2,13,"heavy","weight","No","heavy","produce","positive","Michael"," picks up an apple.","Yes",NA,0,"context","apple"
62," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,14,"expensive","price","No","expensive","kitchen appliances","positive","Anthony"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
